Player Name;Team Position;Position;7M Save;6M Save;9M Save;Wing Save;Pivot Save;Fastbreak Save
Suljakovic Anadin;WET;GK;0;0;1;0;0;0
Hassferter Michael;HCE;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;6;3;1;1;0
Ebner Domenico;HAN;GK;1;2;0;2;0;0
Lesjak Urban;HAN;GK;1;1;2;0;1;0
Jensen Mike;SCM;GK;0;0;0;0;1;0
Semisch Malte;GWD;GK;1;2;5;1;2;2
Rudeck Christopher;BHC;GK;0;1;2;0;1;0
Mrkva Tomas;BHC;GK;0;0;2;0;0;1
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;0;1;4;3;1;0
Ruminsky Mario;HBW;GK;0;0;2;3;0;0
Simic Nebojsa;MTM;GK;0;1;2;0;0;0
Baranasic Filip;HBW;GK;0;0;0;0;0;0
Rezar Aljosa;NLB;GK;1;1;3;5;2;0
Pesic Ivan;TVB;GK;1;3;0;0;3;1
Katsigiannis Nikolas;RNL;GK;1;1;5;0;1;2
Landin Jacobsen Niklas;THW;GK;0;1;0;4;0;0
Quenstedt Dario;THW;GK;0;0;4;0;0;0
Grupe Mats;RNL;GK;0;1;0;0;1;0
Møller Kevin;SGF;GK;2;6;7;3;1;0
Saeveraas Kristian Skinstad;LEI;GK;0;3;1;0;0;0
Birlehm Joel;LEI;GK;0;1;0;0;0;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;0;4;5;2;1;1
Milosavljev Dejan;BER;GK;0;0;3;0;1;0
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Ludwig Lasse;BER;GK;0;0;0;0;0;0
Kastelic Urh;FAG;GK;1;1;5;1;1;0
Zecher Finn;TBV;GK;0;1;2;1;1;0
Buchele Julian;FAG;GK;0;0;1;1;0;0
Muhlenstadt Timon;TBV;GK;0;0;0;0;0;1
Rezar Aljosa;NLB;GK;0;2;3;1;1;1
Katsigiannis Nikolas;RNL;GK;1;4;0;0;1;1
Grupe Mats;RNL;GK;0;1;2;0;0;0
Wollert Ben;NLB;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;0;3;2;0;2;0
Johannesson Peter;TBV;GK;0;4;0;1;0;0
Zecher Finn;TBV;GK;0;1;1;0;0;0
Prost Primoz;TVB;GK;0;0;0;0;0;0
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;4;5;2;1;0
Mrkva Tomas;BHC;GK;0;3;2;0;2;1
Rudeck Christopher;BHC;GK;0;1;1;1;1;0
Jensen Mike;SCM;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;1;8;3;2;5;0
Lesjak Urban;HAN;GK;0;3;3;6;3;1
Ebner Domenico;HAN;GK;2;0;0;0;0;0
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Rebmann Daniel;FAG;GK;0;5;5;2;0;1
Milosavljev Dejan;BER;GK;0;3;4;4;1;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Kastelic Urh;FAG;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;0;0;1;2;2;0
Ziemer Martin;HCE;GK;1;0;3;0;0;1
Simic Nebojsa;MTM;GK;0;0;1;2;0;0
Hassferter Michael;HCE;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;2;4;2;3;0;2
Saeveraas Kristian Skinstad;LEI;GK;2;1;0;1;1;1
Birlehm Joel;LEI;GK;0;0;0;1;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;1;0;9;1;1;1
Landin Jacobsen Niklas;THW;GK;0;2;4;2;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Suljakovic Anadin;WET;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;1;7;2;1;0
Sejr Jensen Simon;HBW;GK;1;0;3;1;0;0
Ruminsky Mario;HBW;GK;0;0;1;0;0;0
Møller Kevin;SGF;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;0;2;1;1;3;0
Pesic Ivan;TVB;GK;1;2;1;0;2;0
Prost Primoz;TVB;GK;0;2;2;0;1;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;1;2;3;2;0;0
Simic Nebojsa;MTM;GK;0;0;2;2;0;0
Heinevetter Silvio;MTM;GK;0;1;1;0;1;0
Buric Benjamin;SGF;GK;0;1;0;0;1;0
Rebmann Daniel;FAG;GK;0;2;1;0;2;1
Lesjak Urban;HAN;GK;0;3;1;1;1;0
Ebner Domenico;HAN;GK;0;1;0;2;1;0
Kastelic Urh;FAG;GK;0;0;1;1;0;0
Katsigiannis Nikolas;RNL;GK;0;1;3;0;2;1
Ferlin Klemen;HCE;GK;0;2;2;1;1;1
Ziemer Martin;HCE;GK;0;0;1;0;2;0
Grupe Mats;RNL;GK;0;0;0;0;1;0
Suljakovic Anadin;WET;GK;0;3;5;6;0;2
Semisch Malte;GWD;GK;0;1;8;4;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;1;2;5;1;3;0
Jensen Mike;SCM;GK;0;2;2;1;1;0
Vortmann Jens;HSV;GK;0;0;3;0;0;0
Green Krejberg Jannick;SCM;GK;0;0;1;0;1;0
Ruminsky Mario;HBW;GK;0;1;2;0;2;0
Genz Fredrik;BER;GK;0;1;1;0;0;1
Milosavljev Dejan;BER;GK;0;0;1;0;2;0
Sejr Jensen Simon;HBW;GK;0;0;2;0;0;0
Mrkva Tomas;BHC;GK;0;2;5;1;2;0
Zecher Finn;TBV;GK;0;2;7;0;0;0
Rudeck Christopher;BHC;GK;0;0;0;0;0;0
Muhlenstadt Timon;TBV;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;3;5;4;0;0
Rezar Aljosa;NLB;GK;1;0;0;0;1;0
Asheim Havard;NLB;GK;0;0;1;0;0;0
Birlehm Joel;LEI;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;4;5;3;1;1
Green Krejberg Jannick;SCM;GK;0;4;6;1;1;0
Møller Kevin;SGF;GK;1;0;0;0;0;0
Jensen Mike;SCM;GK;0;0;1;0;0;0
Kastelic Urh;FAG;GK;0;6;2;1;4;0
Thulin Tobias;TVB;GK;0;1;2;2;1;0
Pesic Ivan;TVB;GK;0;2;0;1;1;0
Rebmann Daniel;FAG;GK;0;0;0;0;0;0
Klein Sebastian;FAG;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;0;2;6;2;3;1
Ruminsky Mario;HBW;GK;0;1;4;1;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;0;3;6;1;1;0
Johannesson Peter;TBV;GK;1;3;3;0;0;2
Zecher Finn;TBV;GK;0;0;3;0;0;0
Quenstedt Dario;THW;GK;0;0;1;0;0;0
Ebner Domenico;HAN;GK;1;3;4;0;2;0
Katsigiannis Nikolas;RNL;GK;0;2;4;2;1;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Grupe Mats;RNL;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;1;2;7;0;2;1
Milosavljev Dejan;BER;GK;0;2;5;1;1;1
Genz Fredrik;BER;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;0;2;1;2;0;0
Asheim Havard;NLB;GK;0;0;3;1;0;0
Suljakovic Anadin;WET;GK;2;0;0;0;1;0
Rezar Aljosa;NLB;GK;0;0;0;1;0;0
Mrkva Tomas;BHC;GK;1;7;2;1;0;0
Bitter Johannes;HSV;GK;0;5;2;1;2;0
Vortmann Jens;HSV;GK;0;0;1;0;0;0
Rudeck Christopher;BHC;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;4;7;2;1;1
Ziemer Martin;HCE;GK;3;3;2;2;1;1
Ferlin Klemen;HCE;GK;0;0;1;1;0;1
Birlehm Joel;LEI;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;2;2;3;3;2;0
Green Krejberg Jannick;SCM;GK;0;4;4;1;0;0
Jensen Mike;SCM;GK;1;0;1;1;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Rudeck Christopher;BHC;GK;0;1;1;1;1;0
Rebmann Daniel;FAG;GK;0;1;1;0;0;0
Kastelic Urh;FAG;GK;0;1;0;0;0;1
Klama Joonas;BHC;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;2;7;2;0;1
Ruminsky Mario;HBW;GK;0;2;4;0;1;0
Sejr Jensen Simon;HBW;GK;2;0;0;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;1;6;7;4;0
Birlehm Joel;RNL;GK;0;2;3;2;0;1
Katsigiannis Nikolas;RNL;GK;0;0;1;0;0;0
Ludwig Lasse;BER;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;1;5;2;1;0;1
Klimpke Till;WET;GK;0;2;2;3;0;0
Buric Benjamin;SGF;GK;0;2;0;0;0;0
Suljakovic Anadin;WET;GK;0;0;0;1;0;0
Johannesson Peter;TBV;GK;0;2;4;1;1;1
Rezar Aljosa;NLB;GK;0;0;1;4;1;0
Asheim Havard;NLB;GK;0;0;3;1;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Quenstedt Dario;THW;GK;0;0;2;2;1;0
Vujovic Miljan;TVB;GK;0;0;1;3;2;0
Saggau Philip Hartwig;THW;GK;0;0;1;0;0;0
Pesic Ivan;TVB;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;0;1;11;2;1;0
Ebner Domenico;HAN;GK;2;1;6;1;2;1
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;0;0;7;5;2;1
Ruminsky Mario;HBW;GK;0;4;3;3;0;2
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Birlehm Joel;RNL;GK;0;4;3;0;2;0
Sonne0Hansen Kim;HCE;GK;0;0;2;4;1;0
Katsigiannis Nikolas;RNL;GK;0;0;1;0;1;0
Ferlin Klemen;HCE;GK;0;0;1;0;0;0
Jensen Mike;SCM;GK;0;3;1;2;1;0
Rezar Aljosa;NLB;GK;0;1;3;1;0;0
Green Krejberg Jannick;SCM;GK;0;1;3;0;0;0
Asheim Havard;NLB;GK;0;1;0;2;0;0
Milosavljev Dejan;BER;GK;0;2;3;1;0;0
Bitter Johannes;HSV;GK;0;1;1;0;1;0
Ludwig Lasse;BER;GK;0;1;0;0;1;0
Vortmann Jens;HSV;GK;0;0;0;0;1;0
Rudeck Christopher;BHC;GK;1;6;1;3;3;1
Landin Jacobsen Niklas;THW;GK;0;4;1;0;1;0
Quenstedt Dario;THW;GK;0;1;0;0;1;0
Mrkva Tomas;BHC;GK;0;0;0;0;0;0
Klama Joonas;BHC;GK;0;0;0;0;0;0
Saggau Philip Hartwig;THW;GK;0;0;0;0;0;0
Kastelic Urh;FAG;GK;0;5;5;0;0;0
Klimpke Till;WET;GK;0;1;1;1;1;0
Rebmann Daniel;FAG;GK;0;0;0;0;0;0
Suljakovic Anadin;WET;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;2;3;3;4;1;0
Semisch Malte;GWD;GK;1;3;4;2;0;0
Lichtlein Carsten;GWD;GK;0;1;1;1;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;1;0;0;0;0;0
Jensen Mike;SCM;GK;0;1;2;2;1;0
Rebmann Daniel;FAG;GK;0;0;3;1;0;0
Kastelic Urh;FAG;GK;1;0;0;0;1;0
Green Krejberg Jannick;SCM;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;0;4;6;4;1;1
Semisch Malte;GWD;GK;1;1;7;4;0;0
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;0;5;6;0;1;0
Ziemer Martin;HCE;GK;0;1;0;1;0;0
Ferlin Klemen;HCE;GK;0;0;1;0;0;0
Sonne0Hansen Kim;HCE;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;1;4;2;2;1;0
Ebner Domenico;HAN;GK;0;2;2;1;2;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Saggau Philip Hartwig;THW;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;4;8;2;1;1
Thulin Tobias;TVB;GK;1;1;2;2;1;0
Vujovic Miljan;TVB;GK;0;2;0;0;1;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;0;2;3;3;0;1
Klimpke Till;WET;GK;1;1;4;0;2;1
Vortmann Jens;HSV;GK;1;0;0;0;0;0
Suljakovic Anadin;WET;GK;0;0;0;0;0;0
Mrkva Tomas;BHC;GK;0;2;7;0;0;1
Zecher Finn;TBV;GK;0;0;3;0;2;0
Johannesson Peter;TBV;GK;0;0;2;1;0;0
Klama Joonas;BHC;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;0;2;4;2;4;1
Saeveraas Kristian Skinstad;LEI;GK;0;0;5;1;0;1
El0Tayar Mohamed Essam Moustafa;LEI;GK;2;2;0;0;0;0
Simic Nebojsa;MTM;GK;0;0;0;0;0;0
Mrkva Tomas;BHC;GK;0;4;3;3;1;1
Pesic Ivan;TVB;GK;0;2;3;1;0;0
Rudeck Christopher;BHC;GK;0;0;0;0;0;0
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Vujovic Miljan;TVB;GK;0;0;0;0;0;0
Klama Joonas;BHC;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;0;2;3;0;1;1
Jensen Mike;SCM;GK;0;2;1;0;2;1
Johannesson Peter;TBV;GK;0;1;2;1;0;0
Zecher Finn;TBV;GK;0;1;2;0;0;0
Landin Jacobsen Niklas;THW;GK;0;1;2;1;6;0
Ziemer Martin;HCE;GK;0;1;3;1;0;0
Ferlin Klemen;HCE;GK;1;1;1;0;0;0
Quenstedt Dario;THW;GK;0;1;1;0;0;0
Semisch Malte;GWD;GK;3;2;5;1;0;0
Buric Benjamin;SGF;GK;1;1;2;0;0;0
Møller Kevin;SGF;GK;0;0;3;0;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;0;4;6;1;2;1
Birlehm Joel;RNL;GK;0;0;2;0;0;1
Katsigiannis Nikolas;RNL;GK;0;0;0;1;1;0
Suljakovic Anadin;WET;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;0;1;2;1;1;0
Asheim Havard;NLB;GK;0;1;2;1;0;0
Rezar Aljosa;NLB;GK;0;0;2;0;0;0
Genz Fredrik;BER;GK;1;0;0;1;0;0
Zecher Finn;TBV;GK;0;6;4;0;0;0
Lesjak Urban;HAN;GK;0;3;1;2;1;0
Johannesson Peter;TBV;GK;0;1;1;0;0;0
Ebner Domenico;HAN;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;1;1;8;0;2;0
Bitter Johannes;HSV;GK;0;3;2;0;1;0
Vortmann Jens;HSV;GK;0;0;2;0;0;0
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;0;5;5;2;1;0
Klimpke Till;WET;GK;0;4;4;2;1;0
Suljakovic Anadin;WET;GK;1;0;2;0;0;0
Vujovic Miljan;TVB;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;2;4;4;0;0;1
Birlehm Joel;RNL;GK;2;4;2;0;0;1
Lichtlein Carsten;GWD;GK;0;0;1;0;0;0
Katsigiannis Nikolas;RNL;GK;1;0;0;0;0;0
Jensen Mike;SCM;GK;0;3;5;0;1;0
Mrkva Tomas;BHC;GK;0;3;1;0;0;1
Rudeck Christopher;BHC;GK;1;2;2;0;0;0
Green Krejberg Jannick;SCM;GK;0;0;0;2;0;0
Møller Kevin;SGF;GK;0;4;9;0;2;0
Saeveraas Kristian Skinstad;LEI;GK;1;2;1;1;5;1
Buric Benjamin;SGF;GK;0;0;0;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0
Ziemer Martin;HCE;GK;2;4;4;2;0;0
Asheim Havard;NLB;GK;1;1;4;4;0;0
Rezar Aljosa;NLB;GK;0;0;0;0;0;0
Sonne0Hansen Kim;HCE;GK;0;0;0;0;0;0
Ruminsky Mario;HBW;GK;3;1;5;1;2;0
Quenstedt Dario;THW;GK;2;1;2;2;1;0
Sejr Jensen Simon;HBW;GK;0;0;1;1;0;0
Saggau Philip Hartwig;THW;GK;0;0;0;0;1;0
Ebner Domenico;HAN;GK;0;7;2;3;4;0
Rudeck Christopher;BHC;GK;0;2;1;2;1;1
Mrkva Tomas;BHC;GK;0;2;0;0;0;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Asheim Havard;NLB;GK;1;3;2;3;1;1
Semisch Malte;GWD;GK;0;0;4;3;1;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Rezar Aljosa;NLB;GK;0;0;0;0;0;0
Ziemer Martin;HCE;GK;0;4;1;0;3;0
Bitter Johannes;HSV;GK;2;2;1;0;1;0
Vortmann Jens;HSV;GK;1;3;0;1;0;0
Ferlin Klemen;HCE;GK;0;3;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;2;2;1;0;0
Rebmann Daniel;FAG;GK;0;2;0;1;0;0
Kastelic Urh;FAG;GK;0;1;2;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;1;2;0;0;0
Milosavljev Dejan;BER;GK;1;3;6;0;2;0
Quenstedt Dario;THW;GK;0;0;7;1;0;0
Saggau Philip Hartwig;THW;GK;0;0;2;0;1;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;3;8;3;3;0
Ruminsky Mario;HBW;GK;0;1;5;3;1;0
Møller Kevin;SGF;GK;0;0;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;1;4;2;1;1;1
Birlehm Joel;RNL;GK;0;4;4;1;1;0
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;0;0;0;0;0
Johannesson Peter;TBV;GK;0;2;6;1;0;0
Klimpke Till;WET;GK;0;1;3;2;0;1
Suljakovic Anadin;WET;GK;0;2;1;1;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;1;1;2;1;0;0
Green Krejberg Jannick;SCM;GK;0;0;2;0;1;0
Vujovic Miljan;TVB;GK;1;1;1;0;0;0
Jensen Mike;SCM;GK;0;0;3;0;0;0
Ebner Domenico;HAN;GK;1;5;2;1;0;0
Pesic Ivan;TVB;GK;1;1;0;3;2;1
Vujovic Miljan;TVB;GK;0;0;1;0;0;0
Lesjak Urban;HAN;GK;0;0;0;0;0;0
Milosavljev Dejan;BER;GK;2;1;4;3;3;1
Zecher Finn;TBV;GK;0;2;2;0;2;0
Johannesson Peter;TBV;GK;0;0;0;0;1;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Ferlin Klemen;HCE;GK;1;3;4;1;0;2
Rebmann Daniel;FAG;GK;0;3;4;2;0;1
Kastelic Urh;FAG;GK;1;0;0;0;0;0
Ziemer Martin;HCE;GK;0;0;0;0;0;0
Birlehm Joel;RNL;GK;0;1;8;2;1;1
Sejr Jensen Simon;HBW;GK;1;1;1;1;1;0
Appelgren Mikael;RNL;GK;0;0;2;0;0;2
Ruminsky Mario;HBW;GK;1;1;0;0;0;0
Rudeck Christopher;BHC;GK;0;10;3;0;2;2
Klimpke Till;WET;GK;1;2;5;2;0;0
Suljakovic Anadin;WET;GK;0;0;2;0;0;0
Mrkva Tomas;BHC;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;3;2;2;3;0;0
Green Krejberg Jannick;SCM;GK;0;1;2;3;0;0
Jensen Mike;SCM;GK;0;1;0;2;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;3;3;2;0;1
Heinevetter Silvio;MTM;GK;0;1;2;1;0;0
Møller Kevin;SGF;GK;0;1;1;1;1;0
Simic Nebojsa;MTM;GK;1;0;2;0;0;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;2;6;3;2;0
Rezar Aljosa;NLB;GK;1;0;3;0;0;0
Asheim Havard;NLB;GK;0;1;2;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;0;0;0;0;0
Vortmann Jens;HSV;GK;0;4;3;2;1;1
Semisch Malte;GWD;GK;0;1;5;0;1;1
Bitter Johannes;HSV;GK;0;0;0;0;0;0
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Green Krejberg Jannick;SCM;GK;3;1;4;3;2;0
Lesjak Urban;HAN;GK;1;2;2;3;0;0
Ebner Domenico;HAN;GK;0;0;0;2;0;0
Jensen Mike;SCM;GK;0;0;0;0;0;0
Ferlin Klemen;HCE;GK;1;4;3;1;0;0
Pesic Ivan;TVB;GK;0;1;2;0;1;1
Ziemer Martin;HCE;GK;2;0;1;0;0;0
Thulin Tobias;TVB;GK;0;0;1;0;1;0
Milosavljev Dejan;BER;GK;0;7;3;2;0;0
Rudeck Christopher;BHC;GK;0;0;3;2;3;0
Mrkva Tomas;BHC;GK;0;0;0;0;0;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;1;8;10;4;2;0
Birlehm Joel;RNL;GK;0;3;2;2;1;0
Appelgren Mikael;RNL;GK;0;2;0;0;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;1;4;9;4;2;2
Johannesson Peter;TBV;GK;0;0;5;2;0;2
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Zecher Finn;TBV;GK;0;0;0;0;0;0
Ruminsky Mario;HBW;GK;0;2;3;4;1;0
Kastelic Urh;FAG;GK;0;2;3;0;0;0
Rebmann Daniel;FAG;GK;0;1;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Simic Nebojsa;MTM;GK;1;1;8;1;1;0
Rezar Aljosa;NLB;GK;2;1;3;1;0;0
Asheim Havard;NLB;GK;0;0;1;0;0;0
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;0;3;3;3;0;0
Saeveraas Kristian Skinstad;LEI;GK;0;3;2;1;1;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;1;1;0;0;0
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Landin Jacobsen Niklas;THW;GK;0;1;15;2;1;2
Klimpke Till;WET;GK;0;1;5;2;0;2
Quenstedt Dario;THW;GK;0;0;1;0;0;0
Komok Gennadiy;WET;GK;0;0;0;0;0;0
Bitter Johannes;HSV;GK;1;3;6;2;1;1
Katsigiannis Nikolas;RNL;GK;0;2;3;0;0;0
Birlehm Joel;RNL;GK;0;1;1;0;0;0
Vortmann Jens;HSV;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;0;0;0;0;0
Rebmann Daniel;FAG;GK;3;7;6;1;1;0
Simic Nebojsa;MTM;GK;0;4;4;3;2;1
Heinevetter Silvio;MTM;GK;0;0;0;0;0;0
Kastelic Urh;FAG;GK;0;0;0;0;0;0
Saeveraas Kristian Skinstad;LEI;GK;2;2;4;2;2;1
Johannesson Peter;TBV;GK;0;2;1;1;0;1
Zecher Finn;TBV;GK;0;2;1;0;2;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;0;0;0;0;0;0
Ferlin Klemen;HCE;GK;0;4;8;2;0;0
Rudeck Christopher;BHC;GK;0;2;1;0;0;2
Mrkva Tomas;BHC;GK;0;2;0;0;1;0
Ziemer Martin;HCE;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;2;0;8;0;1;1
Ruminsky Mario;HBW;GK;0;0;6;2;1;1
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Sejr Jensen Simon;HBW;GK;0;0;0;0;0;0
Klimpke Till;WET;GK;0;6;1;0;2;0
Jensen Mike;SCM;GK;0;1;1;0;3;0
Komok Gennadiy;WET;GK;2;0;0;0;1;0
Green Krejberg Jannick;SCM;GK;0;1;1;0;0;0
Møller Kevin;SGF;GK;0;6;9;1;0;1
Asheim Havard;NLB;GK;0;1;1;4;0;0
Rezar Aljosa;NLB;GK;0;0;1;1;0;1
Buric Benjamin;SGF;GK;0;0;0;0;0;0
Ebner Domenico;HAN;GK;0;4;1;0;0;1
Milosavljev Dejan;BER;GK;0;2;2;0;1;0
Lesjak Urban;HAN;GK;0;0;1;0;0;0
Genz Fredrik;BER;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;0;2;5;2;0;0
Landin Jacobsen Niklas;THW;GK;1;0;2;2;1;0
Lichtlein Carsten;GWD;GK;1;0;0;0;0;0
Quenstedt Dario;THW;GK;0;0;0;0;0;0
Semisch Malte;GWD;GK;1;0;3;6;2;1
Rebmann Daniel;FAG;GK;0;4;1;3;1;2
Lichtlein Carsten;GWD;GK;0;0;0;0;0;0
Kastelic Urh;FAG;GK;0;0;0;0;0;0
Rudeck Christopher;BHC;GK;0;3;7;0;1;0
Sejr Jensen Simon;HBW;GK;0;1;2;1;3;0
Ruminsky Mario;HBW;GK;0;1;1;0;0;0
Mrkva Tomas;BHC;GK;0;0;0;0;0;0
Sonne0Hansen Kim;HCE;GK;0;6;3;2;1;1
Johannesson Peter;TBV;GK;0;0;3;2;0;0
Zecher Finn;TBV;GK;1;2;0;1;1;0
Ferlin Klemen;HCE;GK;0;0;0;0;1;1
Buric Benjamin;SGF;GK;0;1;8;0;0;0
Bitter Johannes;HSV;GK;0;1;1;2;0;0
Vortmann Jens;HSV;GK;0;0;1;0;0;1
Møller Kevin;SGF;GK;0;0;2;0;0;0
Milosavljev Dejan;BER;GK;2;5;3;4;2;0
Green Krejberg Jannick;SCM;GK;0;0;7;3;1;1
Genz Fredrik;BER;GK;0;0;0;0;0;0
Jensen Mike;SCM;GK;0;0;0;0;0;0
Heinevetter Silvio;MTM;GK;2;1;6;0;0;0
Landin Jacobsen Niklas;THW;GK;0;1;3;3;1;0
Quenstedt Dario;THW;GK;0;0;1;0;0;0
Simic Nebojsa;MTM;GK;0;0;0;0;0;0
Lesjak Urban;HAN;GK;0;5;1;3;1;2
Klimpke Till;WET;GK;0;3;0;4;2;1
Ebner Domenico;HAN;GK;0;0;0;0;0;0
Komok Gennadiy;WET;GK;0;0;0;0;0;0
Pesic Ivan;TVB;GK;0;0;11;1;2;0
El0Tayar Mohamed Essam Moustafa;LEI;GK;1;0;4;1;2;0
Saeveraas Kristian Skinstad;LEI;GK;0;1;0;0;0;0
Thulin Tobias;TVB;GK;0;0;0;0;0;0
Vujovic Miljan;TVB;GK;0;0;0;0;0;0
Appelgren Mikael;RNL;GK;0;1;5;1;1;0
Rezar Aljosa;NLB;GK;1;0;2;4;0;0
Birlehm Joel;RNL;GK;0;1;2;1;0;0
Katsigiannis Nikolas;RNL;GK;0;0;0;0;0;0
Asheim Havard;NLB;GK;0;0;0;0;0;0
Møller Kevin;SGF;GK;0;3;9;2;0;3
